"","athlete_id","first_name","last_name","full_name","display_name","weight","height","position_abbreviation","experience_years","rushing_long_rushing","rushing_rushing_attempts","rushing_rushing_touchdowns","rushing_rushing_yards","receiving_receiving_touchdowns","receiving_receiving_yards","receiving_receptions"
"703","4698335","Tristan","Shannon","Tristan Shannon","Tristan Shannon",180,67,"RB",3,33,72,2,257,0,144,16
"704","4698341","Amin","Woods","Amin Woods","Amin Woods",199,69,"RB",3,67,154,3,711,1,104,16
"705","4698425","Jordan","Jefferson","Jordan Jefferson","Jordan Jefferson",180,68,"RB",2,20,31,0,134,0,15,3
"706","4698632","Tobee","Stokes","Tobee Stokes","Tobee Stokes",170,70,"RB",2,23,19,1,117,0,28,1
"707","4698671","Isaiah","Smith","Isaiah Smith","Isaiah Smith",190,69,"RB",4,26,32,0,161,2,103,12
"708","4698675","Jobi","Malary","Jobi Malary","Jobi Malary",225,71,"RB",3,75,103,12,676,0,0,0
"709","4698675","Jobi","Malary","Jobi Malary","Jobi Malary",225,71,"RB",3,75,103,12,676,0,0,0
"710","4698727","Dallan","Hayden","Dallan Hayden","Dallan Hayden",205,70,"RB",2,19,19,1,110,0,-2,1
"711","4699523","Eddie","Battle","Eddie Battle","Eddie Battle",210,74,"RB",4,7,6,0,14,0,0,0
"712","4699761","Elijah","Gilliam","Elijah Gilliam","Elijah Gilliam",216,70,"RB",3,24,92,5,376,1,120,11
"713","4699761","Elijah","Gilliam","Elijah Gilliam","Elijah Gilliam",216,70,"RB",3,24,92,5,376,1,120,11
"714","4700084","Javonta","Leatherwood","Javonta Leatherwood","Javonta Leatherwood",190,71,"RB",2,11,22,0,90,0,-2,1
"715","4700138","Sam","Scott","Sam Scott","Sam Scott",230,74,"RB",2,19,48,2,228,0,77,11
"716","4700811","Ja'Quez","Cross","Ja'Quez Cross","Ja'Quez Cross",189,69,"RB",2,66,120,7,688,0,132,21
"717","4701027","Owen","Burk","Owen Burk","Owen Burk",220,71,"RB",4,39,79,3,431,0,0,0
"718","4701047","Cortaz","Williams","Cortaz Williams","Cortaz Williams",200,70,"RB",3,21,4,1,36,0,0,0
"719","4701216","Jacques","Badolato-Birdsell","Jacques Badolato-Birdsell","Jacques Badolato-Birdsell",201,70,"RB",2,15,37,1,93,0,16,2
"720","4701216","Jacques","Badolato-Birdsell","Jacques Badolato-Birdsell","Jacques Badolato-Birdsell",201,70,"RB",2,15,37,1,93,0,16,2
"721","4701216","Jacques","Badolato-Birdsell","Jacques Badolato-Birdsell","Jacques Badolato-Birdsell",201,70,"RB",2,15,37,1,93,0,16,2
"722","4701592","Jordon","Vaughn","Jordon Vaughn","Jordon Vaughn",240,75,"LB",2,55,46,3,253,0,38,5
"723","4701592","Jordon","Vaughn","Jordon Vaughn","Jordon Vaughn",240,75,"LB",2,55,46,3,253,0,38,5
"724","4702555","Jonah","Coleman","Jonah Coleman","Jonah Coleman",225,69,"RB",2,59,123,5,851,1,282,23
"725","4702729","Braylin","Presley","Braylin Presley","Braylin Presley",170,68,"RB",2,10,6,0,19,0,122,11
"726","4702820","Bryson","Donnell","Bryson Donnell","Bryson Donnell",220,70,"RB",1,12,4,0,15,0,0,0
"727","4702901","Zach","Evans","Zach Evans","Zach Evans",205,70,"RB",1,18,52,1,230,0,15,2
"728","4702901","Zach","Evans","Zach Evans","Zach Evans",205,70,"RB",1,18,52,1,230,0,15,2
"729","4704238","Quenten","Zanders","Quenten Zanders","Quenten Zanders",175,68,"RB",4,19,4,0,27,0,0,0
"730","4705609","Branson","Adams","Branson Adams","Branson Adams",185,69,"RB",2,37,89,3,539,4,266,36
"731","4705737","Kyeandre","Magloire","Kyeandre Magloire","Kyeandre Magloire",200,72,"RB",3,2,3,0,-1,0,20,2
"732","4705927","Jevon","Jackson","Jevon Jackson","Jevon Jackson",200,68,"RB",2,57,252,10,1373,1,78,11
"733","4705930","Hahsaun","Wilson","Hahsaun Wilson","Hahsaun Wilson",190,71,"RB",2,34,54,3,322,0,2,2
"734","4708487","Jaquez","Moore","Jaquez Moore","Jaquez Moore",201,70,"RB",3,58,102,6,601,0,64,4
"735","4709392","Anthony","Tyus III","Anthony Tyus III","Anthony Tyus III",225,73,"RB",3,39,45,1,217,0,16,2
"736","4709672","Ethan","Payne","Ethan Payne","Ethan Payne",214,72,"RB",3,64,72,0,301,0,112,15
"737","4709683","Anthony","Williams","Anthony Williams","Anthony Williams",211,73,"RB",2,75,108,4,497,5,319,24
"738","4709788","Vaughn","Pemberton","Vaughn Pemberton","Vaughn Pemberton",215,71,"RB",2,45,23,1,139,1,31,7
"739","4709789","Quintell","Quinn","Quintell Quinn","Quintell Quinn",217,73,"RB",2,8,5,0,22,0,0,0
"740","4709789","Quintell","Quinn","Quintell Quinn","Quintell Quinn",217,73,"RB",2,8,5,0,22,0,0,0
"741","4710029","Nahjee","Adams","Nahjee Adams","Nahjee Adams",213,71,"RB",3,32,19,1,83,0,24,1
"742","4710341","Jarquez","Hunter","Jarquez Hunter","Jarquez Hunter",210,70,"RB",3,67,146,7,865,0,111,16
"743","4711533","Ollie","Gordon II","Ollie Gordon II","Ollie Gordon II",211,73,"RB",2,75,258,20,1614,1,326,37
"744","4711533","Ollie","Gordon II","Ollie Gordon II","Ollie Gordon II",211,73,"RB",2,75,258,20,1614,1,326,37
"745","4713074","Lex","Henry","Lex Henry","Lex Henry",189,68,"RB",3,39,48,1,174,1,38,4
"746","4713074","Lex","Henry","Lex Henry","Lex Henry",189,68,"RB",3,39,48,1,174,1,38,4
"747","4713118","J'Mari","Taylor","J'Mari Taylor","J'Mari Taylor",200,72,"RB",3,23,73,1,321,4,229,16
"748","4713118","J'Mari","Taylor","J'Mari Taylor","J'Mari Taylor",200,72,"RB",3,23,73,1,321,4,229,16
"749","4713247","Will","Cox","Will Cox","Will Cox",190,70,"RB",4,61,33,3,227,0,0,0
"750","4713267","Collin","Guggenheim","Collin Guggenheim","Collin Guggenheim",205,71,"RB",3,43,178,11,833,0,56,8
"751","4713307","Scooter","Adams","Scooter Adams","Scooter Adams",180,69,"RB",4,32,33,0,157,2,67,5
"752","4713307","Scooter","Adams","Scooter Adams","Scooter Adams",180,69,"RB",4,32,33,0,157,2,67,5
"753","4714365","Carson","Steele","Carson Steele","Carson Steele",225,73,"RB",3,42,167,6,847,2,163,17
"754","4715358","Derrel","Kelley III","Derrel Kelley III","Derrel Kelley III",175,70,"RB",3,40,109,4,541,1,44,5
"755","4715358","Derrel","Kelley III","Derrel Kelley III","Derrel Kelley III",175,70,"RB",3,40,109,4,541,1,44,5
"756","4717724","Rashod","Dubinion","Rashod Dubinion","Rashod Dubinion",216,70,"RB",2,15,82,1,260,1,85,14
"757","4725503","Tyrese","Brown","Tyrese Brown","Tyrese Brown",176,70,"RB",3,19,11,0,69,0,12,1
"758","4725514","Reggie","Branch","Reggie Branch","Reggie Branch",195,71,"RB",2,63,48,1,256,0,61,7
"759","4725523","Jarrell","Wiley","Jarrell Wiley","Jarrell Wiley",182,70,"RB",3,41,77,3,399,1,37,8
"760","4729709","Braelen","Morgan","Braelen Morgan","Braelen Morgan",170,67,"RB",2,25,2,0,37,0,0,0
"761","4731633","Draycen","Hall","Draycen Hall","Draycen Hall",190,68,"RB",3,16,22,1,68,0,38,9
"762","4736449","Tre","Boone III","Tre Boone III","Tre Boone III",195,72,"RB",3,19,17,0,63,0,25,5
"763","4769846","Darius","Stewart","Darius Stewart","Darius Stewart",190,69,"RB",2,26,58,1,275,1,80,9
"764","4769881","Ryan","Morrow","Ryan Morrow","Ryan Morrow",203,72,"RB",2,50,95,6,436,0,27,7
"765","4769960","Desmond","Moultrie","Desmond Moultrie","Desmond Moultrie",200,72,"RB",3,18,50,3,238,0,54,14
"766","4769981","DePhabian","Fant","DePhabian Fant","DePhabian Fant",175,68,"WR",3,53,37,1,293,0,-4,1
"767","4769987","Jakobe","Thomas","Jakobe Thomas","Jakobe Thomas",235,73,"TE",4,33,45,0,188,1,44,5
"768","4770032","Kobe","Dillon","Kobe Dillon","Kobe Dillon",190,72,"RB",3,17,35,1,116,0,15,2
"769","4775199","Elijah","Elliott","Elijah Elliott","Elijah Elliott",188,70,"RB",3,56,34,2,272,0,0,0
"770","4775210","Garrett","Coon","Garrett Coon","Garrett Coon",203,72,"RB",2,28,10,0,65,0,0,0
"771","4775236","Treyvon","Easterling","Treyvon Easterling","Treyvon Easterling",210,70,"RB",2,12,15,0,39,0,0,0
"772","4775252","Colter","May","Colter May","Colter May",210,72,"RB",3,11,2,0,9,0,5,1
"773","4775255","TJ","Brooks","TJ Brooks","TJ Brooks",178,68,"RB",1,7,5,0,10,0,0,0
"774","4775270","Jaden","Shirden","Jaden Shirden","Jaden Shirden",195,69,"RB",3,81,221,10,1478,1,123,20
"775","4775271","Austin","Castorina","Austin Castorina","Austin Castorina",210,69,"RB",4,5,7,0,15,0,6,1
"776","4775273","Jamir","Barnes","Jamir Barnes","Jamir Barnes",200,70,"RB",4,9,7,0,30,0,0,0
"777","4775273","Jamir","Barnes","Jamir Barnes","Jamir Barnes",200,70,"RB",4,9,7,0,30,0,0,0
"778","4779429","Rocco","Cillino","Rocco Cillino","Rocco Cillino",185,69,"RB",2,6,2,0,11,0,0,0
"779","4779467","Malik","Thomas","Malik Thomas","Malik Thomas",205,72,"RB",2,20,13,0,51,0,0,0
"780","4781744","Victor","Venn","Victor Venn","Victor Venn",170,67,"RB",1,12,5,0,25,1,10,2
"781","4794107","Marlon","Gunn Jr.","Marlon Gunn Jr.","Marlon Gunn Jr.",210,71,"RB",2,13,24,0,65,0,34,5
"782","4804879","Quincy","Craig","Quincy Craig","Quincy Craig",185,69,"RB",1,67,66,3,410,3,207,19
"783","4805256","Sutton","Smith","Sutton Smith","Sutton Smith",185,69,"RB",2,26,59,2,283,1,107,16
"784","4807489","Xavier","Harris","Xavier Harris","Xavier Harris",180,70,"RB",3,27,42,3,209,0,30,6
"785","4808744","Jaylon","Glover","Jaylon Glover","Jaylon Glover",205,68,"RB",2,30,121,2,513,0,49,6
"786","4808830","Damien","Martinez","Damien Martinez","Damien Martinez",232,72,"RB",2,64,194,9,1185,0,126,11
"787","4808830","Damien","Martinez","Damien Martinez","Damien Martinez",232,72,"RB",2,64,194,9,1185,0,126,11
"788","4812346","Eric","Weatherly","Eric Weatherly","Eric Weatherly",171,67,"WR",2,7,15,1,28,7,603,42
"789","4816098","Makhi","Hughes","Makhi Hughes","Makhi Hughes",205,71,"RB",1,58,243,7,1290,0,67,11
"790","4816099","Javen","Jacobs","Javen Jacobs","Javen Jacobs",195,70,"RB",2,5,3,0,8,0,0,0
"791","4816112","Jaylen","Sulton","Jaylen Sulton","Jaylen Sulton",187,69,"RB",2,14,33,1,112,0,24,6
"792","4816302","Travelle","Anderson","Travelle Anderson","Travelle Anderson",200,72,"RB",1,17,5,1,37,0,0,0
"793","4816307","Joseph","Himon II","Joseph Himon II","Joseph Himon II",185,69,"RB",2,32,32,0,127,1,215,16
"794","4819231","Kaleb","Johnson","Kaleb Johnson","Kaleb Johnson",222,72,"RB",2,67,110,3,429,0,25,3
"795","4824124","Alex","Broome","Alex Broome","Alex Broome",192,66,"RB",2,36,58,1,280,1,43,5
"796","4824124","Alex","Broome","Alex Broome","Alex Broome",192,66,"RB",2,36,58,1,280,1,43,5
"797","4827047","Aidan","Laughery","Aidan Laughery","Aidan Laughery",200,71,"RB",1,19,16,1,81,0,24,2
"798","4832819","Djouvensky","Schlenbaker","Djouvensky Schlenbaker","Djouvensky Schlenbaker",209,72,"RB",1,20,33,0,146,1,32,5
"799","4832846","Demond","Claiborne","Demond Claiborne","Demond Claiborne",200,69,"RB",2,42,137,5,586,0,35,3
"800","4832849","Gavin","Garcia","Gavin Garcia","Gavin Garcia",187,68,"RB",2,42,138,2,544,0,3,1
"801","4832874","Bryce","Duke","Bryce Duke","Bryce Duke",205,71,"RB",2,31,11,0,69,0,19,2
"802","4832955","Emmett","Johnson","Emmett Johnson","Emmett Johnson",190,71,"RB",1,29,90,2,411,0,46,7
"803","4832955","Emmett","Johnson","Emmett Johnson","Emmett Johnson",190,71,"RB",1,29,90,2,411,0,46,7
"804","4837182","Eden","James","Eden James","Eden James",200,70,"RB",2,64,99,2,572,1,169,13
"805","4837258","Travis","Bates","Travis Bates","Travis Bates",199,71,"RB",1,32,5,0,42,0,0,0
"806","4837258","Travis","Bates","Travis Bates","Travis Bates",199,71,"RB",1,32,5,0,42,0,0,0
"807","4837335","Richard","Reese","Richard Reese","Richard Reese",182,69,"RB",2,28,66,2,306,0,24,7
"808","4837335","Richard","Reese","Richard Reese","Richard Reese",182,69,"RB",2,28,66,2,306,0,24,7
"809","4837385","Jordan","McDonald","Jordan McDonald","Jordan McDonald",220,73,"RB",2,10,18,3,56,0,33,1
"810","4837391","Maurice","Turner","Maurice Turner","Maurice Turner",190,70,"RB",2,41,51,1,251,0,73,8
"811","4837462","Jaiden","Credle","Jaiden Credle","Jaiden Credle",193,73,"RB",2,71,90,2,427,1,144,24
"812","4838269","OJ","Arnold","OJ Arnold","OJ Arnold",185,70,"RB",2,39,70,4,405,0,117,9
"813","4838520","Micah","Bell","Micah Bell","Micah Bell",200,72,"RB",1,18,67,1,203,0,16,2
"814","4838546","Lashaun","Lester","Lashaun Lester","Lashaun Lester",200,70,"RB",2,64,63,4,350,0,5,1
"815","4838673","Isaiah","Abbey","Isaiah Abbey","Isaiah Abbey",225,72,"RB",2,52,27,4,186,0,0,0
"816","4840128","Jayquan","Smith","Jayquan Smith","Jayquan Smith",202,72,"RB",1,20,28,2,123,0,10,1
"817","4868171","Tate","Carney","Tate Carney","Tate Carney",209,70,"RB",1,74,49,4,244,0,35,3
"818","4869120","Ashton","Hayes","Ashton Hayes","Ashton Hayes",200,72,"RB",2,35,30,0,102,0,10,5
"819","4869120","Ashton","Hayes","Ashton Hayes","Ashton Hayes",200,72,"RB",2,35,30,0,102,0,10,5
"820","4869341","Cade","Yacamelli","Cade Yacamelli","Cade Yacamelli",213,72,"RB",1,13,29,0,124,0,23,4
"821","4869552","Robert","Briggs Jr.","Robert Briggs Jr.","Robert Briggs Jr.",185,66,"RB",2,58,77,2,401,0,11,6
"822","4869582","Cam'ron","Barfield","Cam'ron Barfield","Cam'ron Barfield",184,66,"RB",2,10,11,0,14,0,-1,1
"823","4869656","Makhi","Green","Makhi Green","Makhi Green",170,69,"RB",2,13,15,1,98,0,74,8
"824","4869656","Makhi","Green","Makhi Green","Makhi Green",170,69,"RB",2,13,15,1,98,0,74,8
"825","4869960","KZ","Adams","KZ Adams","KZ Adams",185,68,"RB",1,6,35,0,61,0,3,1
"826","4870234","Reggion","Bennett","Reggion Bennett","Reggion Bennett",175,69,"RB",1,13,27,0,60,0,0,0
"827","4870609","CJ","Baxter","CJ Baxter","CJ Baxter",218,73,"RB",1,54,129,4,595,0,117,22
"828","4870616","Javious","Bond","Javious Bond","Javious Bond",176,71,"RB",1,39,40,1,231,0,52,10
"829","4870642","Jeremiah","Cobb","Jeremiah Cobb","Jeremiah Cobb",191,71,"RB",1,42,30,1,168,2,30,5
"830","4870686","Ike","Daniels","Ike Daniels","Ike Daniels",188,71,"RB",1,22,18,0,103,0,19,3
"831","4870728","Kaden","Feagin","Kaden Feagin","Kaden Feagin",250,75,"RB",1,25,95,2,438,1,116,9
"832","4870728","Kaden","Feagin","Kaden Feagin","Kaden Feagin",250,75,"RB",1,25,95,2,438,1,116,9
"833","4870736","Mark","Fletcher Jr.","Mark Fletcher Jr.","Mark Fletcher Jr.",225,74,"RB",1,54,103,5,512,0,62,7
"834","4870760","Justice","Haynes","Justice Haynes","Justice Haynes",205,71,"RB",1,33,21,2,137,0,0,0
"835","4870784","Trey","Holly","Trey Holly","Trey Holly",192,67,"RB",1,67,10,1,110,0,5,1
"836","4870802","Sedrick","Irvin","Sedrick Irvin","Sedrick Irvin",190,70,"RB",1,45,26,1,113,0,9,2
"837","4870808","Jeremiyah","Love","Jeremiyah Love","Jeremiyah Love",195,73,"RB",1,36,56,1,346,0,64,7
"838","4870808","Jeremiyah","Love","Jeremiyah Love","Jeremiyah Love",195,73,"RB",1,36,56,1,346,0,64,7
"839","4870839","Kaleb","Jackson","Kaleb Jackson","Kaleb Jackson",225,72,"RB",1,21,29,3,150,0,40,5
"840","4870868","Jayden","Limar","Jayden Limar","Jayden Limar",200,71,"RB",1,21,21,1,108,0,31,6
"841","4870907","John","Randle Jr.","John Randle Jr.","John Randle Jr.",176,72,"RB",1,2,2,0,3,0,0,0
"842","4870934","Rueben","Owens","Rueben Owens","Rueben Owens",200,72,"RB",1,28,94,3,359,0,101,11
"843","4870941","Cameron","Seldon","Cameron Seldon","Cameron Seldon",222,74,"RB",1,11,12,0,51,0,0,0
"844","4870955","Samuel","Singleton Jr.","Samuel Singleton Jr.","Samuel Singleton Jr.",188,71,"RB",1,24,6,0,52,0,0,0
"845","4870955","Samuel","Singleton Jr.","Samuel Singleton Jr.","Samuel Singleton Jr.",188,71,"RB",1,24,6,0,52,0,0,0
"846","4870955","Samuel","Singleton Jr.","Samuel Singleton Jr.","Samuel Singleton Jr.",188,71,"RB",1,24,6,0,52,0,0,0
"847","4871053","Daylan","Smothers","Daylan Smothers","Daylan Smothers",190,71,"RB",1,16,11,0,42,0,1,1
"848","4871065","Treyaun","Webb","Treyaun Webb","Treyaun Webb",210,71,"RB",1,43,26,2,163,0,18,4
"849","4871076","Quintrevion","Wisner","Quintrevion Wisner","Quintrevion Wisner",175,72,"RB",1,21,12,1,73,0,0,0
"850","4871081","Richard","Young","Richard Young","Richard Young",200,71,"RB",1,11,9,1,24,0,0,0
"851","4871148","Jaylin","Lucas","Jaylin Lucas","Jaylin Lucas",170,69,"RB",2,25,67,2,275,2,247,34
"852","4872991","Zane","Minors","Zane Minors","Zane Minors",184,71,"RB",2,14,24,0,101,0,0,0
"853","4873002","Terron","Dixon III","Terron Dixon III","Terron Dixon III",185,70,"RB",4,12,5,0,12,0,0,0
"854","4873020","Mychael","Hamilton","Mychael Hamilton","Mychael Hamilton",192,72,"RB",4,20,41,3,194,0,28,5
"855","4873234","Victor","Rosa","Victor Rosa","Victor Rosa",205,71,"RB",2,71,112,3,550,0,69,12
"856","4873234","Victor","Rosa","Victor Rosa","Victor Rosa",205,71,"RB",2,71,112,3,550,0,69,12
"857","4873282","Tristen","Rigby","Tristen Rigby","Tristen Rigby",205,70,"RB",2,35,2,0,41,0,0,0
"858","4873282","Tristen","Rigby","Tristen Rigby","Tristen Rigby",205,70,"RB",2,35,2,0,41,0,0,0
"859","4873475","Max","White","Max White","Max White",205,70,"RB",2,3,3,1,3,0,0,0
"860","4873475","Max","White","Max White","Max White",205,70,"RB",2,3,3,1,3,0,0,0
"861","4873479","Zach","Brand","Zach Brand","Zach Brand",210,71,"RB",2,12,6,0,30,0,0,0
"862","4873588","CJ","Campbell Jr.","CJ Campbell Jr.","CJ Campbell Jr.",196,69,"RB",2,70,7,1,117,0,0,0
"863","4873588","CJ","Campbell Jr.","CJ Campbell Jr.","CJ Campbell Jr.",196,69,"RB",2,70,7,1,117,0,0,0
"864","4873588","CJ","Campbell Jr.","CJ Campbell Jr.","CJ Campbell Jr.",196,69,"RB",2,70,7,1,117,0,0,0
"865","4873588","CJ","Campbell Jr.","CJ Campbell Jr.","CJ Campbell Jr.",196,69,"RB",2,70,7,1,117,0,0,0
"866","4873588","CJ","Campbell Jr.","CJ Campbell Jr.","CJ Campbell Jr.",196,69,"RB",2,70,7,1,117,0,0,0
"867","4873588","CJ","Campbell Jr.","CJ Campbell Jr.","CJ Campbell Jr.",196,69,"RB",2,70,7,1,117,0,0,0
"868","4873588","CJ","Campbell Jr.","CJ Campbell Jr.","CJ Campbell Jr.",196,69,"RB",2,70,7,1,117,0,0,0
"869","4874509","DJ","Giddens","DJ Giddens","DJ Giddens",212,73,"RB",2,43,195,9,1075,2,286,28
"870","4875065","Matt","Jones","Matt Jones","Matt Jones",180,67,"RB",2,36,12,2,79,0,-1,1
"871","4875065","Matt","Jones","Matt Jones","Matt Jones",180,67,"RB",2,36,12,2,79,0,-1,1
"872","4875187","Carlson","Joseph","Carlson Joseph","Carlson Joseph",195,71,"RB",2,7,3,0,15,0,0,0
"873","4875199","Patrick","Wilk","Patrick Wilk","Patrick Wilk",200,71,"RB",2,17,2,0,33,0,0,0
"874","4875267","George","Hart III","George Hart III","George Hart III",215,71,"RB",3,7,7,0,11,0,5,1
"875","4875282","Charlie","Offerdahl","Charlie Offerdahl","Charlie Offerdahl",185,71,"RB",2,6,2,0,11,0,0,0
"876","4875282","Charlie","Offerdahl","Charlie Offerdahl","Charlie Offerdahl",185,71,"RB",2,6,2,0,11,0,0,0
"877","4875385","Jordan","Nubin","Jordan Nubin","Jordan Nubin",210,71,"RB",2,21,124,3,535,0,27,6
"878","4875562","John Lee","Eldridge III","John Lee Eldridge III","John Lee Eldridge III",200,69,"RB",4,65,76,6,521,1,42,6
"879","4875563","Emmanuel","Michel","Emmanuel Michel","Emmanuel Michel",210,70,"FB",4,53,169,9,747,0,0,0
"880","4875563","Emmanuel","Michel","Emmanuel Michel","Emmanuel Michel",210,70,"FB",4,53,169,9,747,0,0,0
"881","4875667","Marion","Lukes","Marion Lukes","Marion Lukes",200,69,"RB",3,46,144,5,737,0,300,29
"882","4875671","Myles","Bailey","Myles Bailey","Myles Bailey",225,70,"RB",3,48,101,3,476,0,112,14
"883","4875674","Jake","Tafelski","Jake Tafelski","Jake Tafelski",220,72,"RB",2,5,3,0,12,0,0,1
"884","4875755","Mason","Blakemore","Mason Blakemore","Mason Blakemore",215,73,"RB",3,71,150,13,983,0,41,12
"885","4875767","Brock","Lampe","Brock Lampe","Brock Lampe",252,73,"FB",3,11,13,1,52,0,87,7
"886","4875791","Landon","Sims","Landon Sims","Landon Sims",205,73,"RB",2,22,63,1,255,0,106,14
"887","4875792","David","Cordero","David Cordero","David Cordero",185,70,"RB",2,36,32,0,138,0,24,5
"888","4875793","Nasjzae","Bryant-Lelei","Nasjzae Bryant-Lelei","Nasjzae Bryant-Lelei",215,70,"RB",4,17,26,0,89,0,-3,1
"889","4875861","Ayo","Adeyi","Ayo Adeyi","Ayo Adeyi",192,67,"RB",3,47,143,6,1017,0,52,7
"890","4876073","Fabrice","Mukendi","Fabrice Mukendi","Fabrice Mukendi",195,69,"RB",3,22,83,5,393,0,85,9
"891","4876083","Robert","Knight","Robert Knight","Robert Knight",185,69,"RB",3,4,4,0,7,0,0,0
"892","4876144","Tuna","Altahir","Tuna Altahir","Tuna Altahir",230,72,"RB",2,62,125,6,533,2,143,16
"893","4876273","Jacquez","Robertson","Jacquez Robertson","Jacquez Robertson",185,69,"RB",3,20,18,0,94,0,17,2
"894","4876273","Jacquez","Robertson","Jacquez Robertson","Jacquez Robertson",185,69,"RB",3,20,18,0,94,0,17,2
"895","4876311","Elijah","Tau-Tolliver","Elijah Tau-Tolliver","Elijah Tau-Tolliver",200,73,"RB",2,53,63,7,384,0,38,7
"896","4876364","Matteo","Perez","Matteo Perez","Matteo Perez",173,68,"RB",3,37,23,1,98,0,13,4
"897","4876378","Damon","Bankston","Damon Bankston","Damon Bankston",195,71,"RB",3,66,64,5,388,0,31,5
"898","4876407","Rickey","Spruill","Rickey Spruill","Rickey Spruill",195,70,"RB",3,83,132,5,681,3,131,17
"899","4876468","Jordan","DeLucia","Jordan DeLucia","Jordan DeLucia",215,71,"RB",3,31,42,1,174,0,72,10
"900","4876471","Stockton","Owen","Stockton Owen","Stockton Owen",210,73,"RB",3,15,115,7,384,1,196,25
"901","4876474","Ian","Franzoni","Ian Franzoni","Ian Franzoni",210,71,"RB",4,25,57,1,198,0,218,22
"902","4876497","Jake","Langdon","Jake Langdon","Jake Langdon",200,72,"RB",3,4,3,0,6,0,0,0
"903","4876537","Michael","Jamerson","Michael Jamerson","Michael Jamerson",200,72,"RB",3,70,59,1,187,1,120,7
"904","4876577","TJ","Ruff","TJ Ruff","TJ Ruff",183,70,"RB",1,47,158,7,691,0,106,13
"905","4876613","Rushawn","Baker","Rushawn Baker","Rushawn Baker",225,71,"RB",3,38,118,7,478,0,99,10
"906","4876618","Paul","Neel","Paul Neel","Paul Neel",190,70,"RB",3,6,10,0,19,0,16,3
"907","4876643","Donovan","Jones","Donovan Jones","Donovan Jones",180,69,"RB",3,13,3,0,20,0,8,1
"908","4876666","Brendan","Cassamajor","Brendan Cassamajor","Brendan Cassamajor",220,72,"RB",3,11,36,4,92,0,14,2
"909","4876666","Brendan","Cassamajor","Brendan Cassamajor","Brendan Cassamajor",220,72,"RB",3,11,36,4,92,0,14,2
"910","4876685","Julius","Loughridge","Julius Loughridge","Julius Loughridge",210,72,"RB",3,50,207,10,1148,2,196,24
"911","4876711","Naieem","Kearney","Naieem Kearney","Naieem Kearney",179,68,"RB",3,70,129,5,572,0,43,9
"912","4876752","Gabriel","Benyard","Gabriel Benyard","Gabriel Benyard",185,70,"RB",3,49,18,1,116,4,333,14
"913","4876753","Tykeem","Wallace","Tykeem Wallace","Tykeem Wallace",165,69,"WR",3,14,3,0,16,1,85,5
"914","4876787","Seth","Warner","Seth Warner","Seth Warner",180,70,"WR",3,15,6,0,43,0,0,0
"915","4876788","Sam","Valor","Sam Valor","Sam Valor",215,71,"RB",3,12,49,3,206,0,16,2
"916","4876818","Dorian","Boyland","Dorian Boyland","Dorian Boyland",225,73,"RB",3,64,156,7,697,0,64,8
"917","4876821","Davion","Cherwin","Davion Cherwin","Davion Cherwin",195,69,"RB",3,8,15,1,32,0,5,1
"918","4876871","Chance","Harris","Chance Harris","Chance Harris",180,71,"RB",3,11,68,0,85,1,66,6
"919","4876907","ShunDerrick","Powell","ShunDerrick Powell","ShunDerrick Powell",180,69,"RB",3,95,136,6,1016,1,111,20
"920","4876924","Jaden","Wright","Jaden Wright","Jaden Wright",190,70,"RB",4,19,19,1,75,0,0,0
"921","4876964","Quante","Jennings","Quante Jennings","Quante Jennings",200,71,"RB",3,8,8,0,27,0,0,0
"922","4876982","JB","Seay","JB Seay","JB Seay",195,70,"RB",3,24,69,2,222,0,20,8
"923","4877002","Logan","Gingg","Logan Gingg","Logan Gingg",200,70,"RB",3,12,11,0,36,0,10,2
"924","4877042","Jay","Graves-Billips","Jay Graves-Billips","Jay Graves-Billips",185,71,"RB",2,19,20,0,72,1,186,16
"925","4877088","Jake","Dalmado","Jake Dalmado","Jake Dalmado",200,71,"RB",2,19,10,0,53,0,0,0
"926","4877097","Jaylon","Spears","Jaylon Spears","Jaylon Spears",200,70,"RB",2,69,115,6,753,3,260,16
"927","4877127","Adrian","Johnson","Adrian Johnson","Adrian Johnson",230,72,"RB",2,6,8,0,21,0,0,0
"928","4877209","Myion","Hicks","Myion Hicks","Myion Hicks",216,71,"RB",2,40,36,3,229,0,14,3
"929","4877212","Grant","Robinson","Grant Robinson","Grant Robinson",218,72,"RB",2,27,32,0,110,0,28,2
"930","4877220","Tyler","Reid","Tyler Reid","Tyler Reid",216,72,"RB",2,2,3,0,1,0,0,0
"931","4877285","Brandon","Rogers","Brandon Rogers","Brandon Rogers",175,68,"RB",2,5,4,0,14,0,0,0
"932","4877300","Keveon","Robbins","Keveon Robbins","Keveon Robbins",211,72,"RB",2,20,28,1,99,0,0,0
"933","4877327","Langston","White","Langston White","Langston White",185,70,"RB",2,9,19,0,46,0,0,0
"934","4877346","Terry","Lindsey","Terry Lindsey","Terry Lindsey",185,71,"RB",3,8,27,0,65,0,17,5
"935","4877351","Kam","Ingram","Kam Ingram","Kam Ingram",175,68,"RB",2,12,4,0,23,0,15,1
"936","4877439","Hunter","Rice","Hunter Rice","Hunter Rice",225,72,"RB",3,67,170,14,867,0,6,5
"937","4877473","J.D.","Martin","J.D. Martin","J.D. Martin",195,73,"RB",4,36,31,0,204,0,66,6
